iter	Passed	Remaining
1496	422267	1834338
1497	422566	1834130
1498	422850	1833856
1499	423124	1833538
1500	423407	1833261
1501	423671	1832901
1502	423934	1832536
1503	424187	1832127
1504	424461	1831812
1505	424722	1831441
1506	425011	1831188
1507	425290	1830891
1508	425565	1830579
1509	425834	1830243
1510	426113	1829947
1511	426414	1829745
1512	426697	1829470
1513	426967	1829134
1514	427238	1828804
1515	427504	1828455
1516	427746	1828000
1517	428029	1827723
1518	428298	1827386
1519	428584	1827121
1520	428850	1826774
1521	429121	1826442
1522	429389	1826103
1523	429679	1825856
1524	429949	1825521
1525	430215	1825172
1526	430479	1824817
1527	430752	1824495
1528	431037	1824228
1529	431321	1823954
1530	431590	1823619
1531	431859	1823279
1532	432120	1822910
1533	432390	1822579
1534	432682	1822341
1535	432976	1822109
1536	433266	1821859
1537	433541	1821550
1538	433830	1821299
1539	434124	1821068
1540	434432	1820896
1541	434727	1820667
1542	435008	1820383
1543	435297	1820130
1544	435570	1819811
1545	435865	1819584
1546	436171	1819401
1547	436461	1819155
1548	436738	1818851
1549	437039	1818647
1550	437322	1818370
1551	437611	1818118
1552	437931	1817994
1553	438197	1817643
1554	438485	1817387
1555	438767	1817106
1556	439038	1816779
1557	439309	1816450
1558	439609	1816244
1559	439885	1815937
1560	440168	1815660
1561	440409	1815208
1562	440705	1814983
1563	441001	1814759
1564	441268	1814417
1565	441531	1814056
1566	441800	1813720
1567	442053	1813321
1568	442337	1813047
1569	442627	1812800
1570	442910	1812520
1571	443200	1812274
1572	443458	1811894
1573	443749	1811650
1574	444004	1811256
1575	444270	1810911
1576	444549	1810615
1577	444840	1810369
1578	445112	1810049
1579	445393	1809764
1580	445691	1809545
1581	445948	1809164
1582	446213	1808813
1583	446528	1808667
1584	446791	1808306
1585	447061	1807978
1586	447365	1807783
1587	447650	1807516
1588	447952	1807315
1589	448244	1807075
1590	448521	1806771
1591	448805	1806498
1592	449090	1806227
1593	449363	1805912
1594	449642	1805617
1595	449931	1805363
1596	450219	1805106
1597	450499	1804817
1598	450783	1804542
1599	451067	1804269
1600	451361	1804034
1601	451649	1803779
1602	451946	1803556
1603	452233	1803296
1604	452510	1802991
1605	452779	1802659
1606	453080	1802452
1607	453346	1802109
1608	453628	1801827
1609	453933	1801636
1610	454220	1801374
1611	454504	1801101
1612	454767	1800743
1613	455072	1800552
1614	455389	1800410
1615	455670	1800125
1616	455953	1799845
1617	456245	1799603
1618	456504	1799232
1619	456780	1798925
1620	457058	1798626
1621	457349	1798381
1622	457622	1798063
1623	457906	1797790
1624	458202	1797563
1625	458463	1797200
1626	458727	1796846
1627	458974	1796429
1628	459244	1796101
1629	459510	1795755
1630	459778	1795418
1631	460119	1795368
1632	460380	1795006
1633	460654	1794693
1634	460945	1794446
1635	461224	1794152
1636	461498	1793838
1637	461793	1793608
1638	462070	1793307
1639	462340	1792979
1640	462674	1792898
1641	462979	1792705
1642	463264	1792436
1643	463548	1792163
1644	463852	1791964
1645	464124	1791646
1646	464401	1791344
1647	464688	1791081
1648	464947	1790710
1649	465224	1790408
1650	465513	1790156
1651	465801	1789897
1652	466086	1789627
1653	466339	1789231
1654	466598	1788860
1655	466871	1788546
1656	467141	1788220
1657	467415	1787905
1658	467695	1787615
1659	467973	1787320
1660	468255	1787040
1661	468545	1786789
1662	468822	1786487
1663	469104	1786205
1664	469392	1785946
1665	469664	1785628
1666	469943	1785333
1667	470215	1785012
1668	470531	1784861
1669	470818	1784598
1670	471078	1784235
1671	471346	1783899
1672	471611	1783554
1673	471900	1783299
1674	472172	1782980
1675	472449	1782678
1676	472717	1782345
1677	472991	1782033
1678	473290	1781815
1679	473566	1781511
1680	473831	1781165
1681	474090	1780800
1682	474323	1780334
1683	474607	1780060
1684	474881	1779748
1685	475168	1779487
1686	475492	1779363
1687	475761	1779033
1688	476052	1778786
1689	476293	1778350
1690	476553	1777987
1691	476828	1777679
1692	477111	1777401
1693	477387	1777097
1694	477657	1776771
1695	477924	1776434
1696	478194	1776110
1697	478489	1775879
1698	478799	1775699
1699	479074	1775394
1700	479353	1775101
1701	479642	1774848
1702	479920	1774549
1703	480197	1774249
1704	480473	1773949
1705	480761	1773687
1706	481031	1773362
1707	481310	1773072
1708	481572	1772717
1709	481820	1772311
1710	482113	1772071
1711	482417	1771868
1712	482712	1771636
1713	482991	1771343
1714	483270	1771052
1715	483551	1770766
1716	483838	1770506
1717	484097	1770139
1718	484380	1769863
1719	484645	1769519
1720	484930	1769248
1721	485231	1769037
1722	485510	1768744
1723	485765	1768365
1724	486030	1768025
1725	486316	1767758
1726	486597	1767472
1727	486891	1767234
1728	487167	1766932
1729	487441	1766621
1730	487729	1766365
1731	488001	1766047
1732	488245	1765629
1733	488531	1765364
1734	488808	1765061
1735	489082	1764753
1736	489360	1764458
1737	489636	1764157
1738	489911	1763849
1739	490184	1763538
1740	490461	1763238
1741	490775	1763073
1742	491058	1762795
1743	491360	1762587
1744	491625	1762244
1745	491909	1761970
1746	492203	1761732
1747	492470	1761400
1748	492743	1761086
1749	493045	1760877
1750	493319	1760567
1751	493584	1760224
1752	493862	1759929
1753	494154	1759686
1754	494422	1759356
1755	494720	1759131
1756	495010	1758879
1757	495301	1758630
1758	495579	1758333
1759	495865	1758069
1760	496158	1757826
1761	496428	1757502
1762	496716	1757243
1763	496997	1756959
1764	497256	1756596
1765	497549	1756353
1766	497819	1756033
1767	498087	1755700
1768	498351	1755356
1769	498640	1755102
1770	498920	1754814
1771	499212	1754569
1772	499481	1754242
1773	499776	1754006
1774	500046	1753683
1775	500313	1753349
1776	500584	1753033
1777	500856	1752714
1778	501149	1752472
1779	501422	1752163
1780	501704	1751880
1781	501986	1751599
1782	502252	1751264
1783	502529	1750967
1784	502811	1750683
1785	503109	1750461
1786	503392	1750183
1787	503669	1749886
1788	503961	1749637
1789	504224	1749294
1790	504492	1748962
1791	504773	1748680
1792	505058	1748407
1793	505346	1748148
1794	505618	1747833
1795	505897	1747542
1796	506163	1747207
1797	506429	1746871
1798	506723	1746632
1799	506996	1746321
1800	507276	1746033
1801	507556	1745746
1802	507855	1745524
1803	508149	1745285
1804	508441	1745039
1805	508764	1744897
1806	509044	1744610
1807	509304	1744255
1808	509579	1743951
1809	509853	1743642
1810	510127	1743336
1811	510386	1742976
1812	510654	1742645
1813	510940	1742380
1814	511232	1742134
1815	511638	1742275
1816	511945	1742081
1817	512221	1741777
1818	512523	1741567
1819	512791	1741235
1820	513044	1740858
1821	513317	1740546
1822	513582	1740208
1823	513858	1739907
1824	514114	1739537
1825	514382	1739211
1826	514686	1739002
1827	514960	1738695
1828	515249	1738440
1829	515534	1738166
1830	515812	1737873
1831	516093	1737589
1832	516364	1737272
1833	516633	1736947
1834	516908	1736642
1835	517227	1736487
1836	517510	1736210
1837	517798	1735949
1838	518067	1735623
1839	518343	1735322
1840	518568	1734851
1841	518849	1734568
1842	519134	1734297
1843	519418	1734022
1844	519707	1733765
1845	519992	1733496
1846	520247	1733126
1847	520521	1732817
1848	520811	1732563
1849	521116	1732361
1850	521385	1732036
1851	521651	1731703
1852	521970	1731544
1853	522234	1731204
1854	522517	1730928
1855	522822	1730723
1856	523099	1730426
1857	523372	1730113
1858	523648	1729815
1859	523959	1729629
1860	524248	1729370
1861	524550	1729156
1862	524870	1729001
1863	525159	1728742
1864	525425	1728411
1865	525696	1728094
1866	525960	1727753
1867	526215	1727383
1868	526459	1726979
1869	526765	1726777
1870	527033	1726451
1871	527329	1726215
1872	527622	1725971
1873	527897	1725665
1874	528170	1725358
1875	528469	1725132
1876	528746	1724833
1877	529029	1724556
1878	529345	1724386
1879	529652	1724188
1880	529945	1723943
1881	530222	1723645
1882	530495	1723334
1883	530774	1723046
1884	531049	1722742
1885	531359	1722552
1886	531625	1722219
1887	531903	1721924
1888	532186	1721648
1889	532480	1721404
1890	532787	1721205
1891	533061	1720898
1892	533332	1720582
1893	533589	1720221
1894	533880	1719967
1895	534144	1719631
1896	534419	1719324
1897	534767	1719257
1898	535088	1719101
1899	535358	1718781
1900	535624	1718449
1901	535902	1718155
1902	536184	1717874
1903	536460	1717574
1904	536756	1717340
1905	537039	1717060
1906	537323	1716785
1907	537597	1716478
1908	537862	1716145
1909	538129	1715817
1910	538392	1715475
1911	538672	1715186
1912	538955	1714910
1913	539255	1714686
1914	539548	1714438
1915	539815	1714112
1916	540099	1713837
1917	540364	1713501
1918	540655	1713248
1919	540918	1712909
1920	541195	1712613
1921	541482	1712345
1922	541757	1712044
1923	542030	1711735
1924	542331	1711514
1925	542619	1711250
1926	542871	1710876
1927	543165	1710633
1928	543454	1710373
1929	543727	1710066
1930	544015	1709801
1931	544306	1709550
1932	544616	1709357
1933	544918	1709140
1934	545240	1708983
1935	545513	1708673
1936	545804	1708422
1937	546075	1708107
1938	546379	1707893
1939	546652	1707586
1940	546929	1707289
1941	547229	1707062
1942	547501	1706750
1943	547792	1706496
1944	548088	1706259
1945	548341	1705887
1946	548608	1705561
1947	548868	1705212
1948	549136	1704886
1949	549401	1704554
1950	549644	1704150
1951	549928	1703878
1952	550183	1703513
1953	550447	1703176
1954	550744	1702941
1955	551019	1702638
1956	551288	1702319
1957	551586	1702085
1958	551874	1701824
1959	552135	1701480
1960	552416	1701193
1961	552705	1700935
1962	552990	1700663
1963	553257	1700337
1964	553534	1700041
1965	553821	1699775
1966	554103	1699494
1967	554374	1699181
1968	554680	1698972
1969	554970	1698717
1970	555242	1698405
1971	555492	1698025
1972	555769	1697731
1973	556068	1697501
1974	556383	1697322
1975	556666	1697043
1976	556943	1696746
1977	557212	1696427
1978	557479	1696100
1979	557783	1695886
1980	558082	1695658
1981	558368	1695388
1982	558645	1695094
1983	558951	1694885
1984	559239	1694621
1985	559522	1694344
1986	559845	1694189
1987	560131	1693919
1988	560405	1693612
1989	560677	1693301
1990	560950	1692993
1991	561222	1692682
1992	561489	1692357
1993	561756	1692029
1994	562046	1691772
1995	562332	1691505
1996	562635	1691286
1997	562902	1690959
1998	563168	1690632
1999	563460	1690380
2000	563747	1690115
2001	564047	1689887
2002	564321	1689582
2003	564603	1689301
2004	564904	1689077
2005	565186	1688797
2006	565496	1688600
2007	565771	1688299
2008	566072	1688073
2009	566309	1687658
2010	566587	1687366
2011	566887	1687139
2012	567162	1686835
2013	567475	1686648
2014	567757	1686365
2015	568066	1686166
2016	568347	1685882
2017	568619	1685570
2018	568878	1685222
2019	569160	1684941
2020	569423	1684603
2021	569694	1684290
2022	569972	1683995
2023	570279	1683790
2024	570573	1683545
2025	570854	1683259
2026	571136	1682977
2027	571443	1682771
2028	571726	1682493
2029	572029	1682273
2030	572322	1682026
2031	572605	1681745
2032	572865	1681400
2033	573140	1681099
2034	573404	1680765
2035	573696	1680513
2036	573963	1680189
2037	574243	1679902
2038	574512	1679582
2039	574814	1679359
2040	575098	1679084
2041	575371	1678777
2042	575663	1678526
2043	575950	1678260
2044	576224	1677955
2045	576513	1677693
2046	576799	1677424
2047	577103	1677206
2048	577366	1676870
2049	577635	1676550
2050	577926	1676296
2051	578227	1676069
2052	578531	1675853
2053	578830	1675620
2054	579106	1675323
2055	579386	1675035
2056	579672	1674765
2057	579966	1674518
2058	580240	1674214
2059	580524	1673940
2060	580799	1673638
2061	581075	1673338
2062	581354	1673048
2063	581627	1672741
2064	581922	1672498
2065	582228	1672285
2066	582511	1672008
2067	582801	1671751
2068	583073	1671438
2069	583417	1671337
2070	583677	1670990
2071	583971	1670743
2072	584264	1670494
2073	584552	1670230
2074	584844	1669977
2075	585150	1669764
2076	585451	1669538
2077	585719	1669217
2078	585975	1668860
2079	586236	1668519
2080	586502	1668193
2081	586779	1667895
2082	587063	1667621
2083	587333	1667304
2084	587614	1667020
2085	587876	1666684
2086	588185	1666479
2087	588469	1666203
2088	588762	1665953
2089	589067	1665737
2090	589346	1665445
2091	589644	1665210
2092	589937	1664959
2093	590212	1664659
2094	590486	1664355
2095	590786	1664123
2096	591062	1663824
2097	591348	1663555
2098	591628	1663267
2099	591900	1662958
2100	592170	1662643
2101	592468	1662407
2102	592741	1662101
2103	593030	1661839
2104	593291	1661498
2105	593559	1661176
2106	593816	1660825
2107	594080	1660495
2108	594379	1660259
2109	594688	1660053
2110	594978	1659795
2111	595247	1659476
2112	595526	1659188
2113	595795	1658871
2114	596057	1658532
2115	596333	1658234
2116	596626	1657985
2117	596917	1657728
2118	597196	1657438
2119	597472	1657141
2120	597757	1656868
2121	598029	1656559
2122	598292	1656225
2123	598558	1655900
2124	598832	1655595
2125	599114	1655313
2126	599380	1654990
2127	599653	1654683
2128	599943	1654424
2129	600200	1654072
2130	600491	1653815
2131	600751	1653474
2132	601028	1653180
2133	601323	1652934
2134	601593	1652619
2135	601899	1652404
2136	602169	1652090
2137	602441	1651784
2138	602722	1651498
2139	603022	1651268
2140	603318	1651025
2141	603608	1650764
2142	603881	1650457
2143	604168	1650190
2144	604437	1649874
2145	604732	1649629
2146	605001	1649312
2147	605285	1649035
2148	605556	1648726
2149	605804	1648352
2150	606087	1648072
2151	606390	1647848
2152	606655	1647520
2153	606918	1647190
2154	607189	1646878
2155	607451	1646542
2156	607725	1646240
2157	608022	1645999
2158	608303	1645715
2159	608592	1645453
2160	608936	1645339
2161	609234	1645101
2162	609522	1644836
2163	609812	1644577
2164	610101	1644315
2165	610358	1643965
2166	610633	1643666
2167	610910	1643373
2168	611209	1643135
2169	611487	1642844
2170	611771	1642568
2171	612063	1642313
2172	612346	1642035
2173	612620	1641733
2174	612900	1641445
2175	613174	1641144
2176	613446	1640834
2177	613705	1640493
2178	613971	1640169
2179	614251	1639881
2180	614513	1639546
2181	614798	1639274
2182	615070	1638967
2183	615352	1638685
2184	615628	1638388
2185	615915	1638121
2186	616200	1637848
2187	616471	1637538
2188	616763	1637284
2189	617036	1636978
2190	617315	1636688
2191	617583	1636370
2192	617866	1636092
2193	618141	1635793
2194	618398	1635445
2195	618689	1635187
2196	618977	1634923
2197	619273	1634678
2198	619550	1634383
2199	619821	1634074
2200	620109	1633809
2201	620400	1633551
2202	620704	1633329
2203	620983	1633039
2204	621267	1632764
2205	621574	1632547
2206	621864	1632288
2207	622145	1632003
2208	622400	1631653
2209	622676	1631354
2210	622963	1631089
2211	623252	1630824
2212	623535	1630547
2213	623823	1630280
2214	624107	1630004
2215	624366	1629664
2216	624660	1629415
2217	624923	1629082
2218	625213	1628824
2219	625477	1628496
2220	625785	1628280
2221	626095	1628074
2222	626377	1627793
2223	626645	1627475
2224	626947	1627246
2225	627214	1626926
2226	627483	1626610
2227	627779	1626365
2228	628064	1626093
2229	628441	1626058
2230	628736	1625809
2231	628994	1625467
2232	629241	1625094
2233	629475	1624688
2234	629763	1624424
2235	630037	1624121
2236	630341	1623896
2237	630629	1623631
2238	630902	1623327
2239	631175	1623023
2240	631456	1622738
2241	631734	1622446
2242	632017	1622168
2243	632319	1621939
2244	632589	1621626
2245	632863	1621325
2246	633160	1621083
2247	633455	1620835
2248	633724	1620519
2249	633973	1620154
2250	634206	1619749
2251	634486	1619461
2252	634771	1619188
2253	635042	1618880
2254	635297	1618528
2255	635564	1618210
2256	635861	1617966
2257	636143	1617685
2258	636469	1617518
2259	636766	1617273
2260	637027	1616940
2261	637301	1616639
2262	637577	1616342
2263	637866	1616079
2264	638171	1615856
2265	638467	1615609
2266	638751	1615334
2267	639041	1615072
2268	639324	1614795
2269	639618	1614542
2270	639923	1614321
2271	640200	1614027
2272	640442	1613644
2273	640759	1613451
2274	641017	1613108
2275	641295	1612819
2276	641582	1612549
2277	641855	1612245
2278	642119	1611919
2279	642409	1611659
2280	642700	1611399
2281	643005	1611176
2282	643298	1610922
2283	643587	1610658
2284	643877	1610398
2285	644174	1610155
2286	644450	1609858
2287	644758	1609642
2288	645042	1609365
2289	645299	1609022
2290	645567	1608706
2291	645830	1608375
2292	646110	1608091
2293	646388	1607799
2294	646664	1607504
2295	646943	1607215
2296	647208	1606890
2297	647477	1606577
2298	647758	1606294
2299	648065	1606074
2300	648372	1605856
2301	648658	1605583
2302	648926	1605269
2303	649208	1604987
2304	649499	1604727
2305	649783	1604453
2306	650069	1604180
2307	650349	1603895
2308	650615	1603575
2309	650901	1603302
2310	651173	1602996
2311	651455	1602715
2312	651727	1602410
2313	652022	1602160
2314	652291	1601847
2315	652570	1601558
2316	652849	1601270
2317	653122	1600967
2318	653398	1600671
2319	653681	1600393
2320	653951	1600082
2321	654220	1599768
2322	654504	1599492
2323	654770	1599173
2324	655042	1598867
2325	655314	1598561
2326	655577	1598233
2327	655866	1597969
2328	656110	1597595
2329	656378	1597280
2330	656666	1597014
2331	656949	1596736
2332	657208	1596398
2333	657489	1596115
2334	657768	1595827
2335	658077	1595611
2336	658378	1595377
2337	658655	1595083
2338	658934	1594796
2339	659206	1594491
2340	659511	1594264
2341	659796	1593992
2342	660090	1593739
2343	660346	1593395
2344	660612	1593077
2345	660868	1592733
2346	661125	1592392
2347	661390	1592070
2348	661674	1591792
2349	661981	1591572
2350	662268	1591303
2351	662581	1591097
2352	662849	1590782
2353	663100	1590426
2354	663375	1590130
2355	663631	1589787
2356	663887	1589443
2357	664178	1589182
2358	664455	1588891
2359	664742	1588622
2360	665024	1588341
2361	665286	1588011
2362	665586	1587773
2363	665867	1587490
2364	666152	1587217
2365	666415	1586891
2366	666701	1586620
2367	666994	1586366
2368	667296	1586132
2369	667570	1585831
2370	667826	1585488
2371	668096	1585180
2372	668385	1584916
2373	668658	1584613
2374	668979	1584425
2375	669251	1584119
2376	669535	1583843
2377	669825	1583582
2378	670117	1583325
2379	670405	1583058
2380	670699	1582805
2381	670985	1582533
2382	671282	1582287
2383	671537	1581944
2384	671789	1581592
2385	672056	1581275
2386	672316	1580943
2387	672604	1580676
2388	672894	1580415
2389	673187	1580160
2390	673470	1579881
2391	673764	1579627
2392	674074	1579413
2393	674366	1579156
2394	674638	1578851
2395	674933	1578601
2396	675218	1578327
2397	675509	1578066
2398	675807	1577822
2399	676060	1577473
2400	676353	1577219
2401	676614	1576889
2402	676890	1576594
2403	677151	1576263
2404	677415	1575942
2405	677695	1575656
2406	677977	1575376
2407	678244	1575059
2408	678518	1574759
2409	678788	1574451
2410	679071	1574171
2411	679349	1573883
2412	679679	1573713
2413	679972	1573456
2414	680250	1573167
2415	680536	1572895
2416	680849	1572686
2417	681132	1572408
2418	681425	1572152
2419	681752	1571973
2420	682029	1571681
2421	682315	1571410
2422	682611	1571160
2423	682889	1570870
2424	683159	1570561
2425	683445	1570290
2426	683710	1569971
2427	684004	1569717
2428	684306	1569482
2429	684573	1569166
2430	684851	1568875
2431	685125	1568577
2432	685397	1568272
2433	685674	1567979
2434	685941	1567664
2435	686238	1567418
2436	686527	1567152
2437	686810	1566873
2438	687084	1566574
2439	687387	1566341
2440	687656	1566030
2441	687946	1565769
2442	688220	1565469
2443	688485	1565150
2444	688751	1564831
2445	689048	1564585
2446	689363	1564378
2447	689636	1564076
2448	689893	1563738
2449	690170	1563446
2450	690449	1563159
2451	690736	1562889
2452	691036	1562649
2453	691324	1562383
2454	691618	1562128
2455	691898	1561841
2456	692182	1561566
2457	692462	1561280
2458	692743	1560995
2459	693019	1560703
2460	693300	1560418
2461	693583	1560139
2462	693876	1559883
2463	694176	1559643
2464	694456	1559357
2465	694732	1559063
2466	694995	1558739
2467	695264	1558428
2468	695543	1558141
2469	695827	1557864
2470	696100	1557563
2471	696379	1557275
2472	696702	1557086
2473	696946	1556719
2474	697223	1556428
2475	697499	1556133
2476	697774	1555837
2477	698053	1555550
2478	698314	1555221
2479	698585	1554916
2480	698892	1554690
2481	699158	1554373
2482	699423	1554055
2483	699690	1553741
2484	699974	1553464
2485	700247	1553163
2486	700533	1552891
2487	700803	1552584
2488	701110	1552358
2489	701381	1552053
2490	701657	1551758
2491	701957	1551518
2492	702249	1551258
2493	702530	1550974
2494	702798	1550663
2495	703070	1550361
2496	703345	1550064
2497	703612	1549750
2498	703882	1549443
2499	704125	1549076
2500	704384	1548745
2501	704642	1548411
2502	704942	1548169
2503	705231	1547903
2504	705497	1547589
2505	705779	1547307
2506	706070	1547046
2507	706352	1546765
2508	706656	1546532
2509	706930	1546234
2510	707223	1545976
2511	707516	1545720
2512	707791	1545424
2513	708083	1545165
2514	708398	1544956
2515	708669	1544651
2516	708947	1544362
2517	709226	1544075
2518	709521	1543821
2519	709819	1543574
2520	710083	1543255
2521	710367	1542979
2522	710636	1542669
2523	710891	1542329
2524	711157	1542015
2525	711427	1541706
2526	711704	1541417
2527	712003	1541172
2528	712274	1540867
2529	712566	1540607
2530	712857	1540346
2531	713139	1540065
2532	713421	1539784
2533	713707	1539513
2534	713987	1539227
2535	714277	1538963
2536	714551	1538665
2537	714845	1538411
2538	715109	1538091
2539	715383	1537793
2540	715664	1537509
2541	715964	1537266
2542	716256	1537007
2543	716517	1536682
2544	716778	1536356
2545	717079	1536116
2546	717360	1535832
2547	717670	1535611
2548	717957	1535341
2549	718243	1535070
2550	718530	1534798
2551	718807	1534506
2552	719080	1534207
2553	719355	1533911
2554	719612	1533578
2555	719908	1533325
2556	720182	1533028
2557	720475	1532770
2558	720792	1532565
2559	721066	1532266
2560	721334	1531955
2561	721623	1531689
2562	721897	1531391
2563	722179	1531110
2564	722450	1530806
2565	722716	1530492
2566	723002	1530219
2567	723290	1529951
2568	723569	1529664
2569	723871	1529423
2570	724139	1529114
2571	724420	1528831
2572	724699	1528544
2573	724977	1528254
2574	725275	1528006
2575	725547	1527705
2576	725813	1527391
2577	726064	1527044
2578	726352	1526777
2579	726620	1526465
2580	726878	1526134
2581	727162	1525857
2582	727442	1525573
2583	727699	1525240
2584	727976	1524947
2585	728259	1524669
2586	728535	1524376
2587	728813	1524086
2588	729103	1523823
2589	729377	1523526
2590	729681	1523290
2591	729969	1523022
2592	730243	1522725
2593	730508	1522409
2594	730800	1522148
2595	731096	1521897
2596	731373	1521605
2597	731650	1521314
2598	731918	1521005
2599	732212	1520750
2600	732484	1520448
2601	732768	1520171
2602	733063	1519916
2603	733365	1519678
2604	733635	1519371
2605	733929	1519115
2606	734244	1518902
2607	734521	1518611
2608	734832	1518391
2609	735113	1518107
2610	735382	1517799
2611	735660	1517511
2612	735931	1517207
2613	736220	1516941
2614	736522	1516700
2615	736786	1516382
2616	737069	1516103
2617	737343	1515807
2618	737615	1515505
2619	737893	1515216
2620	738169	1514923
2621	738436	1514610
2622	738715	1514324
2623	738994	1514036
2624	739271	1513745
2625	739569	1513497
2626	739859	1513234
2627	740146	1512963
2628	740446	1512718
2629	740741	1512463
2630	741006	1512148
2631	741290	1511872
2632	741579	1511606
2633	741871	1511345
2634	742152	1511060
2635	742420	1510753
2636	742716	1510499
2637	743005	1510233
2638	743300	1509978
2639	743580	1509693
2640	743851	1509390
2641	744130	1509102
2642	744410	1508817
2643	744685	1508522
2644	744984	1508277
2645	745307	1508079
2646	745604	1507828
2647	745890	1507554
2648	746176	1507282
2649	746455	1506994
2650	746747	1506733
2651	747027	1506449
2652	747315	1506179
2653	747578	1505860
2654	747862	1505583
2655	748146	1505306
2656	748425	1505019
2657	748711	1504745
2658	748980	1504438
2659	749244	1504122
2660	749514	1503817
2661	749795	1503533
2662	750078	1503255
2663	750347	1502948
2664	750588	1502584
2665	750871	1502305
2666	751177	1502073
2667	751449	1501771
2668	751728	1501485
2669	752008	1501200
2670	752284	1500906
2671	752529	1500552
2672	752806	1500262
2673	753085	1499974
2674	753342	1499643
2675	753652	1499419
2676	753950	1499169
2677	754217	1498858
2678	754496	1498573
2679	754773	1498282
2680	755027	1497944
2681	755328	1497701
2682	755636	1497472
2683	755915	1497185
2684	756199	1496909
2685	756465	1496596
2686	756751	1496322
2687	757038	1496052
2688	757314	1495760
2689	757580	1495446
2690	757869	1495179
2691	758151	1494898
2692	758430	1494612
2693	758715	1494337
2694	759001	1494064
2695	759267	1493751
2696	759558	1493488
2697	759856	1493240
2698	760131	1492943
2699	760417	1492672
2700	760693	1492378
2701	760980	1492108
2702	761253	1491808
2703	761519	1491496
2704	761811	1491234
2705	762105	1490977
2706	762371	1490665
2707	762649	1490377
2708	762922	1490077
2709	763217	1489823
2710	763495	1489534
2711	763766	1489232
2712	764055	1488965
2713	764328	1488667
2714	764602	1488369
2715	764865	1488052
2716	765126	1487730
2717	765384	1487402
2718	765655	1487099
2719	765940	1486826
2720	766213	1486527
2721	766515	1486284
2722	766803	1486016
2723	767080	1485725
2724	767358	1485436
2725	767635	1485145
2726	767937	1484903
2727	768208	1484601
2728	768490	1484320
2729	768796	1484086
2730	769076	1483802
2731	769368	1483540
2732	769643	1483246
2733	769936	1482986
2734	770214	1482698
2735	770483	1482392
2736	770771	1482122
2737	771059	1481853
2738	771356	1481602
2739	771650	1481343
2740	771916	1481032
2741	772201	1480757
2742	772492	1480492
2743	772788	1480238
2744	773088	1479992
2745	773357	1479686
2746	773638	1479404
2747	773956	1479192
2748	774225	1478886
2749	774505	1478601
2750	774787	1478320
2751	775071	1478042
2752	775342	1477741
2753	775625	1477462
2754	775902	1477171
2755	776168	1476860
2756	776450	1476580
2757	776721	1476278
2758	777005	1476000
2759	777289	1475723
2760	777552	1475406
2761	777844	1475145
2762	778122	1474856
2763	778394	1474556
2764	778687	1474296
2765	778964	1474005
2766	779253	1473738
2767	779529	1473445
2768	779803	1473149
2769	780103	1472903
2770	780385	1472621
2771	780679	1472363
2772	780949	1472060
2773	781238	1471791
2774	781519	1471509
2775	781796	1471219
2776	782075	1470932
2777	782360	1470657
2778	782643	1470377
2779	782904	1470058
2780	783187	1469778
2781	783480	1469519
2782	783741	1469198
2783	784019	1468910
2784	784347	1468714
2785	784633	1468441
2786	784921	1468171
2787	785191	1467867
2788	785482	1467604
2789	785747	1467291
2790	786029	1467010
2791	786313	1466733
2792	786577	1466418
2793	786838	1466098
2794	787151	1465876
2795	787461	1465647
2796	787741	1465362
2797	788037	1465107
2798	788301	1464793
2799	788571	1464489
2800	788856	1464213
2801	789135	1463928
2802	789402	1463619
2803	789672	1463316
2804	789947	1463021
2805	790211	1462707
2806	790496	1462432
2807	790774	1462143
2808	791033	1461821
2809	791306	1461523
2810	791594	1461254
2811	791878	1460976
2812	792160	1460694
2813	792424	1460382
2814	792719	1460124
2815	793033	1459901
2816	793315	1459622
2817	793607	1459359
2818	793868	1459038
2819	794145	1458749
2820	794409	1458436
2821	794695	1458162
2822	794939	1457811
2823	795208	1457506
2824	795493	1457231
2825	795766	1456933
2826	796041	1456640
2827	796314	1456342
2828	796621	1456108
2829	796895	1455812
2830	797168	1455515
2831	797442	1455219
2832	797710	1454913
2833	797987	1454623
2834	798322	1454439
2835	798614	1454177
2836	798913	1453927
2837	799184	1453625
2838	799468	1453349
2839	799740	1453049
2840	799998	1452724
2841	800292	1452466
2842	800560	1452159
2843	800864	1451919
2844	801143	1451631
2845	801427	1451355
2846	801688	1451036
2847	801943	1450706
2848	802214	1450406
2849	802514	1450158
2850	802792	1449870
2851	803053	1449551
2852	803328	1449256
2853	803627	1449008
2854	803885	1448682
2855	804196	1448455
2856	804458	1448137
2857	804702	1447788
2858	804969	1447480
2859	805235	1447171
2860	805500	1446859
2861	805782	1446579
2862	806056	1446284
2863	806327	1445983
2864	806607	1445700
2865	806876	1445395
2866	807178	1445150
2867	807462	1444873
2868	807748	1444599
2869	808033	1444325
2870	808305	1444025
2871	808588	1443748
2872	808858	1443445
2873	809183	1443240
2874	809477	1442981
2875	809774	1442726
2876	810069	1442469
2877	810362	1442208
2878	810649	1441937
2879	810942	1441675
2880	811225	1441396
2881	811513	1441125
2882	811802	1440858
2883	812064	1440541
2884	812364	1440292
2885	812631	1439984
2886	812914	1439706
2887	813184	1439404
2888	813455	1439104
2889	813762	1438867
2890	814032	1438565
2891	814329	1438310
2892	814631	1438065
2893	814910	1437779
