iter	Logloss
121	0.3139782781
122	0.313328144
123	0.3131304907
124	0.3129357114
125	0.3127035022
126	0.3124798145
127	0.3121271495
128	0.3119785462
129	0.3118047145
130	0.3114681694
131	0.3112965813
132	0.3110254833
133	0.31048375
134	0.3102605761
135	0.3099595779
136	0.3097008736
137	0.3091832056
138	0.3089416626
139	0.3087963342
140	0.3086524764
141	0.3083444604
142	0.3081471407
143	0.3079587108
144	0.307688683
145	0.3075624114
146	0.3071976946
147	0.306953765
148	0.3065899671
149	0.3061672166
150	0.3060492636
151	0.3058701083
152	0.3055975524
153	0.3055161269
154	0.3051677538
155	0.3049488151
156	0.304719086
157	0.3044081974
158	0.3042426246
159	0.3040181557
160	0.3038309716
161	0.3037229448
162	0.3036240559
163	0.303400557
164	0.3032474256
165	0.3030713376
166	0.3029200091
167	0.3027338717
168	0.302518415
169	0.3023783358
170	0.3022397723
171	0.3020241554
172	0.3017914365
173	0.3016777589
174	0.3014807817
175	0.3013854847
176	0.3012018951
177	0.3010528008
178	0.3009179407
179	0.3007610191
180	0.3006024809
181	0.3004634219
182	0.3003805906
183	0.3000999595
184	0.2999744964
185	0.2997499576
186	0.299504827
187	0.2993735958
188	0.2992505421
189	0.2990659138
190	0.2989291364
191	0.2987189134
192	0.2984936395
193	0.2983429377
194	0.2981851293
195	0.2980155268
196	0.2979214498
197	0.2978469112
198	0.2976864578
199	0.2974905197
200	0.2972767146
201	0.2967977041
202	0.2966707345
203	0.2965091144
204	0.2963500229
205	0.296226174
206	0.2960810973
207	0.2958935077
208	0.2958001024
209	0.2956520027
210	0.2955882532
211	0.2953844677
212	0.295276807
213	0.2949162583
214	0.2948268612
215	0.2947143041
216	0.2945630217
217	0.2944075904
218	0.2943257597
219	0.2940623201
220	0.293965272
221	0.2937563569
222	0.2936323354
223	0.2934718466
224	0.2933700842
225	0.2930171321
226	0.292842737
227	0.2926905311
228	0.292568432
229	0.2924789594
230	0.2923264908
231	0.2920575154
232	0.2919593312
233	0.2918198383
234	0.2916658809
235	0.2915553861
236	0.2914657306
237	0.2913412822
238	0.2911937092
239	0.2910605811
240	0.2909466357
241	0.2908229035
242	0.2906258436
243	0.2905005684
244	0.2903153602
245	0.2902069621
246	0.2901306589
247	0.2899728663
248	0.289758409
249	0.2895319724
250	0.2894394157
251	0.2893446538
252	0.2889679011
253	0.2888635447
254	0.2886658416
255	0.2884954311
256	0.2883474885
257	0.2881972037
258	0.2880349588
259	0.2877753294
260	0.287485179
261	0.2873343851
262	0.2872029748
263	0.287076911
264	0.2869189532
265	0.2867149724
266	0.28656979
267	0.2864797748
268	0.2863866235
269	0.286292299
270	0.2861967605
271	0.2860987592
272	0.2860339919
273	0.2859404416
274	0.285872701
275	0.2857778966
276	0.2857347286
277	0.2856098499
278	0.285451918
279	0.2853477095
280	0.2852362942
281	0.2851432126
282	0.2850499991
283	0.2848724798
284	0.2847895193
285	0.2846088857
286	0.2845155405
287	0.2844407956
288	0.2843578149
289	0.2840164405
290	0.283926012
291	0.2838572659
292	0.2837775168
293	0.2836481757
294	0.2834438786
295	0.2833235425
296	0.2831866931
297	0.2831104356
298	0.2829588152
299	0.2828172492
300	0.2827537807
301	0.2826125471
302	0.2825469946
303	0.2824001576
304	0.2822349192
305	0.2820442172
306	0.2819319862
307	0.2818731177
308	0.2817642813
309	0.2817177306
310	0.2815878431
311	0.2815087942
312	0.281403306
313	0.2813330996
314	0.2812509698
315	0.2811738015
316	0.2810735661
317	0.2809753054
318	0.2806369563
319	0.2805430124
320	0.2804234023
321	0.2803181659
322	0.2802180221
323	0.2801624017
324	0.280083379
325	0.2799691244
326	0.2799125782
327	0.2798306918
328	0.2795763678
329	0.2795151359
330	0.2794231189
331	0.279311265
332	0.2791844296
333	0.2791076757
334	0.2790270755
335	0.2789446161
336	0.2788941456
337	0.2787561869
338	0.27866679
339	0.2785663211
340	0.2784953039
341	0.2783531601
342	0.2782724936
343	0.2782251901
344	0.2781654685
345	0.2780616816
346	0.277957334
347	0.2778813723
348	0.2777853021
349	0.2777175437
350	0.2776137749
351	0.277538195
352	0.2774564677
353	0.2773662089
354	0.2773004227
355	0.2772158809
356	0.2771411758
357	0.2771051431
358	0.2770237534
359	0.2769691982
360	0.2768685091
361	0.2767468779
362	0.2766560623
363	0.2766034704
364	0.2765190183
365	0.2764236612
366	0.2763719203
367	0.2762746961
368	0.2762114126
369	0.2761209429
370	0.2760442767
371	0.275954372
372	0.27590425
373	0.2758175085
374	0.2757118807
375	0.2756627668
376	0.2754433825
377	0.2753577579
378	0.2752921514
379	0.2750560606
380	0.2750032512
381	0.2749294498
382	0.2748486295
383	0.274795977
384	0.2746984284
385	0.2745817986
386	0.2745159099
387	0.2744382462
388	0.2743890121
389	0.274331874
390	0.2742422413
391	0.2741788096
392	0.2740813398
393	0.2739872338
394	0.2739463537
395	0.2738867453
396	0.2736799542
397	0.2736062985
398	0.2735309658
399	0.2734412679
400	0.2733896133
401	0.2733230835
402	0.2732360412
403	0.2731500203
404	0.2730634598
405	0.2730300479
406	0.2729372736
407	0.2728917977
408	0.2728246932
409	0.2727360982
410	0.2726824727
411	0.2726367343
412	0.2724757473
413	0.2723373742
414	0.272259217
415	0.2722071246
416	0.2721357332
417	0.2720663276
418	0.2720169108
419	0.2719314307
420	0.2718664239
421	0.2716325427
422	0.2714481555
423	0.2714178267
424	0.2713469365
425	0.2712908777
426	0.2711074387
427	0.2710472838
428	0.2709803946
429	0.2708995208
430	0.2708344932
431	0.2707835371
432	0.270715851
433	0.2706842478
434	0.2706522125
435	0.2705714754
436	0.2704784657
437	0.2704353162
438	0.270361495
439	0.2703284726
440	0.2702390172
441	0.2701761213
442	0.2701265864
443	0.270081327
444	0.2700299203
445	0.269989252
446	0.2699270868
447	0.2698563604
448	0.2697660479
449	0.2696887792
450	0.2696344228
451	0.2695821119
452	0.2695255653
453	0.2694918779
454	0.2694242074
455	0.2693684933
456	0.2693155185
457	0.2692376666
458	0.2691382549
459	0.2690554123
460	0.2690083736
461	0.268926974
462	0.2688744873
463	0.2688057418
464	0.2686237894
465	0.2685612448
466	0.2685082288
467	0.2684526608
468	0.2683536305
469	0.2683216263
470	0.2682551613
471	0.268202353
472	0.2681598929
473	0.2681235793
474	0.2680850043
475	0.2680619621
476	0.2680056194
477	0.2679082696
478	0.2678601022
479	0.267785986
480	0.2677218606
481	0.267690367
482	0.2676534187
483	0.2675849933
484	0.2675281263
485	0.2674927245
486	0.2674422263
487	0.2673456064
488	0.2672715926
489	0.2671982032
490	0.267170266
491	0.2671007351
492	0.2670369026
493	0.2670194844
494	0.2669791374
495	0.2669296092
496	0.2668698443
497	0.2668264589
498	0.2667680213
499	0.2667301305
500	0.2665958541
501	0.2665312712
502	0.266463621
503	0.2664066416
504	0.266365924
505	0.2663048653
506	0.2662705636
507	0.2662231993
508	0.2661510245
509	0.2660696564
510	0.2659689923
511	0.2658981004
512	0.2658528945
513	0.2657507232
514	0.2656802544
515	0.2655929529
516	0.2655320203
517	0.2654494048
518	0.2653719552
519	0.2653191378
520	0.2652250998
521	0.2651499023
522	0.2650923777
523	0.2650311127
524	0.2649746438
525	0.2649118699
526	0.2648138589
527	0.2647457418
528	0.2646751284
529	0.2646271544
530	0.2645798483
531	0.2645427933
532	0.2644729868
533	0.2644113287
534	0.2643800794
535	0.264348479
536	0.2642784882
537	0.2642204278
538	0.2641678533
539	0.2641229556
540	0.2640596967
541	0.2639210796
542	0.2638517832
543	0.2637647687
544	0.2636976219
545	0.2636254604
546	0.2635699275
547	0.2635045428
548	0.2634637913
549	0.2634182758
550	0.263375634
551	0.263334361
552	0.2632782601
553	0.2632452905
554	0.2631905802
555	0.2631465529
556	0.2631179212
557	0.263034225
558	0.2629863893
559	0.2629261043
560	0.2628650375
561	0.2628053774
562	0.2627555857
563	0.262713175
564	0.2626853592
565	0.26260559
566	0.2625695652
567	0.2625240925
568	0.2624747166
569	0.2624329259
570	0.2623581047
571	0.2622256142
572	0.2621770407
573	0.2621354819
574	0.2620796333
575	0.2620342478
576	0.2619933186
577	0.2619711222
578	0.2619274074
579	0.2619067657
580	0.2618539578
581	0.2618171629
582	0.2617613811
583	0.2617400999
584	0.2617052013
585	0.2616442979
586	0.2615556609
587	0.2615019222
588	0.2614681461
589	0.2614263661
590	0.2613868563
591	0.2613792124
592	0.2613508028
593	0.2612880211
594	0.2612317268
595	0.2612110893
596	0.2611619607
597	0.2611237447
598	0.2610666801
599	0.2609583489
600	0.2609107988
601	0.2608707303
602	0.26083134
603	0.260781235
604	0.2607315927
605	0.260633338
606	0.2605908929
607	0.2605343965
608	0.2604839159
609	0.2604208838
610	0.2603706932
611	0.2603275018
612	0.260268107
613	0.2602551872
614	0.2601917111
615	0.2601509523
616	0.2600999427
617	0.2600506983
618	0.2600235742
619	0.2599401432
620	0.2598811409
621	0.2598177187
622	0.2597603503
623	0.2597121524
624	0.2596545633
625	0.2596015528
626	0.2595750117
627	0.2595161584
628	0.2594718635
629	0.2594351625
630	0.2593856228
631	0.2593332491
632	0.259294197
633	0.2592555621
634	0.2591963857
635	0.2591615049
636	0.2591297975
637	0.2590739422
638	0.2590168301
639	0.2589868131
640	0.258933584
641	0.2588861016
642	0.258836882
643	0.25868578
644	0.2586522727
645	0.2586039303
646	0.2585444624
647	0.2584831603
648	0.2583705301
649	0.2583253781
650	0.2582953117
651	0.2582245213
652	0.2581919814
653	0.2581479786
654	0.2581097385
655	0.2580612907
656	0.2580101413
657	0.2578050463
658	0.2577594577
659	0.2577305201
660	0.2576861508
661	0.2576045097
662	0.2575350719
663	0.2574885811
664	0.257439241
665	0.2573973637
666	0.2573595689
667	0.2572510501
668	0.2572165185
669	0.2572007963
670	0.2571422252
671	0.2570967159
672	0.2570605308
673	0.2570191246
674	0.2569590966
675	0.256887296
676	0.2568248172
677	0.2567754153
678	0.2567299484
679	0.2566710402
680	0.256654966
681	0.2566059461
682	0.2565382059
683	0.2564966183
684	0.2564639798
685	0.2564370193
686	0.2564178535
687	0.2563790384
688	0.2563327813
689	0.2562598887
690	0.2562251763
691	0.2561821469
692	0.2561251947
693	0.256098438
694	0.2560454748
695	0.2559966239
696	0.2559379344
697	0.255885332
698	0.2558312411
699	0.2558028975
700	0.2557587509
701	0.2557013544
702	0.2556582125
703	0.2556198043
704	0.2555847171
705	0.255558757
706	0.2555303154
707	0.2555098014
708	0.2554694809
709	0.2554365882
710	0.2554057728
711	0.2553281648
712	0.2552963977
713	0.2552592092
714	0.2552273813
715	0.2552034448
716	0.2551696674
717	0.2551175984
718	0.2550639839
719	0.2550156068
720	0.2549515374
721	0.2549143211
722	0.2548632251
723	0.2548462703
724	0.2548001331
725	0.254754945
726	0.2547331509
727	0.2546907044
728	0.2546424211
729	0.2546219541
730	0.2545727294
731	0.2545520163
732	0.2545351472
733	0.2544932279
734	0.2544137182
735	0.2543876266
736	0.2543453774
737	0.254311255
738	0.2542526036
739	0.2542116054
740	0.2541575791
741	0.2541248153
742	0.2540926187
743	0.2540243384
744	0.253997493
745	0.2539459485
746	0.2538830705
747	0.2538475076
748	0.2538167059
749	0.2538012654
750	0.2537611099
751	0.2537216171
752	0.2536870004
753	0.253626588
754	0.2535905578
755	0.2535420369
756	0.2534949809
757	0.2534843596
758	0.2534601068
759	0.2533561013
760	0.2533102352
761	0.2532616941
762	0.2532217567
763	0.2531949184
764	0.2531665454
765	0.2531292701
766	0.2530958472
767	0.2530629347
768	0.2530334186
769	0.2529857278
770	0.2529526468
771	0.2529146278
772	0.2528875032
773	0.2528579143
774	0.252836536
775	0.2528004896
776	0.2527558147
777	0.2525810702
778	0.2525356183
779	0.2524794781
780	0.2524375981
781	0.2523904595
782	0.2523450437
783	0.2523142474
784	0.2522674213
785	0.252227752
786	0.2522029587
787	0.252144531
788	0.25209713
789	0.2520575072
790	0.2520310897
791	0.2519871344
792	0.2519488752
793	0.2519014296
794	0.2518534236
795	0.2518388922
796	0.2517989571
797	0.2517635714
798	0.2517313651
799	0.2516920344
800	0.251639051
801	0.2515994681
802	0.2515779527
803	0.2515369285
804	0.2515016662
805	0.2514529063
806	0.2514141492
807	0.2513637187
808	0.2513164629
809	0.2512754646
810	0.2512156473
811	0.2511696614
812	0.2511263982
813	0.251092514
814	0.2510684894
815	0.2510238066
816	0.2510110328
817	0.2509713775
818	0.2509351285
819	0.2508856393
820	0.2508685441
821	0.2508425563
822	0.2508202241
823	0.2507795867
824	0.2507328749
825	0.2506720567
826	0.2506333725
827	0.2505935464
828	0.2505638616
829	0.250528551
830	0.2504698312
831	0.2504216758
832	0.2503982486
833	0.2503338605
834	0.2502830104
835	0.2502600306
836	0.2502430709
837	0.2501982451
838	0.2501809559
839	0.2501344465
840	0.2501023432
841	0.2500509665
842	0.2500049497
843	0.2499681578
844	0.249902473
845	0.2498612039
846	0.2498156168
847	0.2497871973
848	0.2497572186
849	0.2497214187
850	0.2497013624
851	0.2496726798
852	0.2496442474
853	0.2495878666
854	0.2495408619
855	0.249514713
856	0.2494437875
857	0.2493953581
858	0.2493579013
859	0.2493329021
860	0.2493012044
861	0.2492540843
862	0.2492268896
863	0.2491917738
864	0.2491456139
865	0.249127915
866	0.249079954
867	0.2490499716
868	0.2490012227
869	0.2489743885
870	0.2489525411
871	0.2489193086
872	0.2488786966
873	0.2488655163
874	0.2488542562
875	0.2488094671
876	0.2487865672
877	0.2487539593
878	0.2487260007
879	0.2486864099
880	0.2486531159
881	0.2486235576
882	0.2486012549
883	0.2485677543
884	0.248531496
885	0.2484666813
886	0.248436573
887	0.2483920864
888	0.2483626119
889	0.2483247372
890	0.2483005576
891	0.2482634586
892	0.2482322082
893	0.2481843638
894	0.248148127
895	0.2481110848
896	0.2480694504
897	0.2480493879
898	0.2480148838
899	0.2479975018
900	0.2479658979
901	0.2479383236
902	0.2479018469
903	0.247872615
904	0.2478333055
905	0.2477740952
906	0.247740655
907	0.2477125197
908	0.2476802727
909	0.247669301
910	0.2476218053
911	0.2475868136
912	0.2475553825
913	0.2475079412
914	0.2474823818
915	0.2474288333
916	0.2473628466
917	0.2473324315
918	0.2473115445
919	0.2472828653
920	0.247256093
921	0.247245412
922	0.2472209246
923	0.247188647
924	0.2471718123
925	0.2471380956
926	0.2471193705
927	0.2470781032
928	0.2470391018
929	0.2469011254
930	0.246883413
931	0.2468694716
932	0.2468370159
933	0.2467987662
934	0.2467586905
935	0.24672225
936	0.2466956523
937	0.2466578397
938	0.2465594139
939	0.2465129943
940	0.2464824123
941	0.2464612102
942	0.2464013839
943	0.2463692796
944	0.2463428537
945	0.2463125045
946	0.2462956055
947	0.2462644345
948	0.2462276899
949	0.2462014469
950	0.2461756212
951	0.2461339836
952	0.2460992184
953	0.2460648869
954	0.2460340167
955	0.2459963865
956	0.245955159
957	0.245930719
958	0.2458843332
959	0.2458584794
960	0.2457921727
961	0.2457644714
962	0.2457167371
963	0.2456801217
964	0.2456406395
965	0.2456097618
966	0.2455961508
967	0.2455779132
968	0.2455313776
969	0.2455077995
970	0.2454540145
971	0.2454012023
972	0.245380235
973	0.2453424145
974	0.2453224914
975	0.2452819248
976	0.2452485094
977	0.2452206669
978	0.2451867128
979	0.2451567094
980	0.2450371085
981	0.2450011782
982	0.2449793528
983	0.2449529008
984	0.2449221339
985	0.2448909278
986	0.2448439335
987	0.2448254807
988	0.2447942736
989	0.2447557639
990	0.2447107261
991	0.2446915885
992	0.2446569951
993	0.2446184244
994	0.2445925041
995	0.2445548773
996	0.2445273573
997	0.2444907072
998	0.2444699597
999	0.2444346946
1000	0.2444108293
1001	0.2444018251
1002	0.244361194
1003	0.2443298031
1004	0.2443043826
1005	0.2442854776
1006	0.2442591588
1007	0.2442342253
1008	0.2442072301
1009	0.2441412262
1010	0.2441211679
1011	0.2440803758
1012	0.2440496761
1013	0.2440097513
1014	0.2439814468
1015	0.243929494
1016	0.2438892569
1017	0.243858037
1018	0.2438367732
1019	0.2438077197
1020	0.2437862906
1021	0.2437677632
1022	0.2437439191
1023	0.2437253978
1024	0.2436913064
1025	0.24368899
1026	0.2436621835
1027	0.2436485082
1028	0.2436247229
1029	0.2435985928
1030	0.2435721173
1031	0.2435515081
1032	0.2435286785
1033	0.2434776762
1034	0.2434477624
1035	0.2434227669
1036	0.2433822338
1037	0.2433671377
1038	0.2433290106
1039	0.2432966946
1040	0.2432657238
1041	0.2432363727
1042	0.2432086542
1043	0.2431841051
1044	0.2431664787
1045	0.2431282796
1046	0.2431145292
1047	0.2430768464
1048	0.2430344561
1049	0.2429919188
1050	0.2429710448
1051	0.2429602146
1052	0.2429202755
1053	0.2428881485
1054	0.242849218
1055	0.2428128803
1056	0.2427877459
1057	0.2427650318
1058	0.2427441744
1059	0.2427101455
1060	0.2426878843
1061	0.2426680097
1062	0.242627851
1063	0.242600617
1064	0.2425683187
1065	0.2425434409
1066	0.2425211611
1067	0.2424807522
1068	0.2424465996
1069	0.2423844435
1070	0.2423579251
1071	0.2423422871
1072	0.2423101851
1073	0.2422775206
1074	0.242247548
1075	0.2422229754
1076	0.2422029843
1077	0.2421829568
1078	0.2421482876
1079	0.2421215819
1080	0.2420893105
1081	0.2420509512
1082	0.242015565
1083	0.241982167
1084	0.2419543269
1085	0.2419256742
1086	0.2418824274
1087	0.2418668997
1088	0.2418280134
1089	0.2417838218
1090	0.2417623871
1091	0.2417422362
1092	0.2417142145
1093	0.2416907681
1094	0.2416572903
1095	0.241618996
1096	0.2415904506
1097	0.241565043
1098	0.2415269437
1099	0.2415089172
1100	0.2415010156
1101	0.2414670075
1102	0.2414441557
1103	0.2414138875
1104	0.2413880981
1105	0.2413282546
1106	0.2413025811
1107	0.2412692789
1108	0.2412534132
1109	0.2412177067
1110	0.241171026
1111	0.2411386329
1112	0.2411046297
1113	0.2410709374
1114	0.2410372034
1115	0.241019963
1116	0.2409688466
1117	0.2409339182
1118	0.2409139036
1119	0.2408933992
1120	0.2408627429
1121	0.2408412182
1122	0.2408213512
1123	0.2407939355
1124	0.2407780261
1125	0.240736779
1126	0.2407166384
1127	0.2406979355
1128	0.240669631
1129	0.2406401155
1130	0.2406094039
1131	0.2405911365
1132	0.2405506248
1133	0.2405147273
1134	0.2404769816
1135	0.2404440296
1136	0.240424467
1137	0.2403927585
1138	0.2403660747
1139	0.2403375309
1140	0.240295137
1141	0.2402700854
1142	0.2401906213
1143	0.2401536025
1144	0.2401217427
1145	0.2400926753
1146	0.2400652103
1147	0.2400419298
1148	0.2400030514
1149	0.2399780829
1150	0.2399341679
1151	0.2398870729
1152	0.2398380652
1153	0.2397771912
1154	0.2397701569
1155	0.2397503375
1156	0.2397116505
1157	0.2396947883
1158	0.2396568299
1159	0.2396299053
1160	0.2396128864
1161	0.2395789498
1162	0.2395449984
1163	0.239500938
1164	0.2394758886
1165	0.2394531249
1166	0.2394194081
1167	0.2393811192
1168	0.2393666452
1169	0.2393559014
1170	0.2393333467
1171	0.2392876091
1172	0.2392515081
1173	0.2392206279
1174	0.2392109086
1175	0.2391838702
1176	0.2391516397
1177	0.2391227498
1178	0.2390981855
1179	0.2390743069
1180	0.239037811
1181	0.2390085455
1182	0.2389700864
1183	0.2389367095
1184	0.238919375
1185	0.2388848217
1186	0.2388647302
1187	0.2388353748
1188	0.2388034699
1189	0.2387766474
1190	0.2387445639
1191	0.2387188745
1192	0.2386871377
1193	0.2386665786
1194	0.2386240461
1195	0.238607482
1196	0.2385668924
1197	0.2385308939
1198	0.2384990557
1199	0.2384872278
1200	0.2384551539
1201	0.238421183
1202	0.2383859213
1203	0.2383577502
1204	0.238324741
1205	0.2382913938
1206	0.2382614631
1207	0.2382321405
1208	0.2382195336
1209	0.2381953837
1210	0.2381828574
1211	0.2381589745
1212	0.2381374364
1213	0.238109445
1214	0.2380955212
1215	0.2380693289
1216	0.2380575907
1217	0.2380128318
1218	0.2379801226
1219	0.2379642823
1220	0.2379070375
1221	0.237865465
1222	0.2378406385
1223	0.2378097203
1224	0.2377716365
1225	0.2377537448
1226	0.2377237526
1227	0.2376962545
1228	0.2376663807
1229	0.2376475897
1230	0.2376396095
1231	0.2376087184
1232	0.2375920637
1233	0.2375692124
1234	0.2375509045
1235	0.2375090382
1236	0.2374922086
1237	0.2374681951
1238	0.2374420639
1239	0.2374096162
1240	0.2373960993
1241	0.2373442893
1242	0.2373074789
1243	0.2372966464
1244	0.2372727502
1245	0.2372547196
1246	0.2372185357
1247	0.2372041128
1248	0.2371943517
1249	0.2371689152
1250	0.237145133
1251	0.2371057542
1252	0.2370721478
1253	0.2370175232
1254	0.2369820863
1255	0.2369108079
1256	0.2368760984
1257	0.2368515735
1258	0.2368334766
1259	0.2368148188
1260	0.2367873311
1261	0.2367715316
1262	0.2367379048
1263	0.2367149626
1264	0.2366995127
1265	0.236668042
1266	0.2366360705
1267	0.2366195028
1268	0.2365908053
1269	0.2365710941
1270	0.2365405641
1271	0.2365173664
1272	0.2364953314
1273	0.2364760819
1274	0.2364618826
1275	0.2364363378
1276	0.236419991
1277	0.2364016162
1278	0.2363733186
1279	0.2363444166
1280	0.2363281671
1281	0.2362928353
1282	0.2362751174
1283	0.2362466026
1284	0.2361989984
1285	0.2361618719
1286	0.2361376595
1287	0.2361053341
1288	0.2360896996
1289	0.2360795493
1290	0.2360554364
1291	0.2360232564
1292	0.2359924486
1293	0.235956496
1294	0.2359145266
1295	0.235878354
1296	0.2358337926
1297	0.2357969077
1298	0.235784131
1299	0.2357613718
1300	0.2357346892
1301	0.2357158679
1302	0.2356957107
1303	0.2356851998
1304	0.2356717237
1305	0.2356468336
1306	0.2356077226
1307	0.235589592
1308	0.2355474437
1309	0.2355280513
1310	0.2354983459
1311	0.2354557683
1312	0.2354271081
1313	0.2354051641
1314	0.2353560784
1315	0.2353320326
1316	0.2353074335
1317	0.2352850217
1318	0.2352682017
1319	0.2352473015
1320	0.2352289788
1321	0.2352074779
1322	0.235187294
1323	0.2351675981
1324	0.2351339254
1325	0.2351126828
1326	0.2350878577
1327	0.2350583552
1328	0.2350228366
1329	0.2350039693
1330	0.2349722772
1331	0.2349508593
1332	0.2349251125
1333	0.234902922
1334	0.2348712684
1335	0.2348388362
1336	0.2347932638
1337	0.2347555106
1338	0.2347219269
1339	0.2346884796
1340	0.2346734256
1341	0.2346577984
1342	0.2346360603
1343	0.2345986795
1344	0.2345683337
1345	0.2345413907
1346	0.2345049271
1347	0.2344744053
1348	0.2344382803
1349	0.234410056
1350	0.2343704401
1351	0.2343448101
1352	0.2343235949
1353	0.2343044694
1354	0.2342838672
1355	0.2342427532
1356	0.2342199864
1357	0.2342012707
1358	0.2341827882
1359	0.2341671123
1360	0.2341558908
1361	0.2341358886
1362	0.2341101462
1363	0.2340692326
1364	0.2340304246
1365	0.2340054731
1366	0.2339566527
1367	0.2339301331
1368	0.2339054132
1369	0.2338770436
1370	0.2338629289
1371	0.2338462227
1372	0.2338238066
1373	0.2338052739
1374	0.2337790445
1375	0.2337538428
1376	0.2337228894
1377	0.2336940355
1378	0.2336900708
1379	0.233663119
1380	0.2336432027
1381	0.233606254
1382	0.2335798549
1383	0.2335578105
1384	0.2335160245
1385	0.2334933504
1386	0.2334676643
1387	0.2334517746
1388	0.2334320913
1389	0.2334076961
1390	0.2333863228
1391	0.2333559351
1392	0.2333124722
1393	0.2332999807
1394	0.2332723753
1395	0.2332416288
1396	0.2332111727
1397	0.2331837125
1398	0.2330763898
1399	0.2330584845
1400	0.2330330477
1401	0.2330030557
1402	0.2329909573
1403	0.2329729583
1404	0.2329459943
1405	0.2329160175
1406	0.2328978743
1407	0.232860772
1408	0.2328419884
1409	0.2328191305
1410	0.2327743417
1411	0.2327551806
1412	0.232726285
1413	0.2327037186
1414	0.2326742076
1415	0.2326533194
1416	0.2326364187
1417	0.2326081032
1418	0.2325837287
1419	0.2325592834
1420	0.2325470633
1421	0.2325343636
1422	0.232504755
1423	0.2324871138
1424	0.2324709861
1425	0.2324350707
1426	0.2324045523
1427	0.2323948948
1428	0.2323656429
1429	0.2323544449
1430	0.2323256649
1431	0.2323103632
1432	0.2322984612
1433	0.2322825477
1434	0.2322740854
1435	0.2322538805
1436	0.2322435563
1437	0.2322386107
1438	0.2322196374
1439	0.2321904816
1440	0.232170747
1441	0.2321600249
1442	0.2321454733
1443	0.2321152233
1444	0.2321069297
1445	0.2320915578
1446	0.232065413
1447	0.2320453041
1448	0.2320333678
1449	0.2319828894
1450	0.2319551451
1451	0.2319361056
1452	0.2319148432
1453	0.2318864909
1454	0.2318680033
1455	0.2318454723
1456	0.2318148943
1457	0.2318015152
1458	0.2317343301
1459	0.2316964826
1460	0.231673561
1461	0.2316495076
1462	0.2316272013
1463	0.2316046619
1464	0.2315803206
1465	0.2315604628
1466	0.2315387088
1467	0.2314992181
1468	0.2314691325
1469	0.2314461844
1470	0.2314164413
1471	0.2313947738
1472	0.2313786874
1473	0.2313547267
1474	0.2313191417
1475	0.2313021717
1476	0.2312821448
1477	0.231261371
1478	0.2312354523
1479	0.2312228263
1480	0.2311945327
1481	0.2311651636
1482	0.2311302821
1483	0.2311047367
1484	0.2310835384
1485	0.2310599844
1486	0.2310422019
1487	0.2310260734
1488	0.2310113256
1489	0.2309847487
1490	0.2309553401
1491	0.2309386146
1492	0.230909582
1493	0.2308892655
1494	0.2308578396
1495	0.2308405226
1496	0.2308165742
1497	0.2307944115
1498	0.2307642481
1499	0.2307454036
1500	0.2307149188
1501	0.2306993687
1502	0.230670429
1503	0.230633155
1504	0.2306224559
1505	0.2305954802
1506	0.2305647284
1507	0.2305405017
1508	0.2305246547
1509	0.2304999203
1510	0.2304833822
1511	0.230471741
1512	0.2304495485
